t,x,y
0.0,256,68
0.005076013299154844,256,65
0.010152026598309688,256,64
0.015228039897464532,256,65
0.020304053196619376,256,66
0.02538006649577422,256,69
0.030456079794929064,255,73
0.03553209309408391,255,78
0.04060810639323875,254,84
0.045684119692393596,254,91
0.05076013299154844,254,98
0.055836146290703284,254,104
0.06091215958985813,254,110
0.06598817288901297,254,116
0.07106418618816782,254,120
0.07614019948732266,254,124
0.0812162127864775,255,126
0.08629222608563235,255,126
0.09136823938478719,255,126
0.09644425268394204,254,124
0.10152026598309688,254,121
0.10659627928225172,254,117
0.11167229258140657,254,111
0.11674830588056141,254,106
0.12182431917971626,254,99
0.1269003324788711,254,93
0.13197634577802594,254,87
0.13705235907718077,255,81
0.14212837237633563,255,76
0.14720438567549046,256,72
0.15228039897464532,256,70
0.15735641227380015,256,68
0.162432425572955,256,68
0.16750843887210984,256,69
0.1725844521712647,256,71
0.17766046547041953,255,74
0.18273647876957438,255,79
0.18781249206872921,254,84
0.19288850536788407,254,90
0.1979645186670389,254,96
0.20304053196619376,254,102
0.2081165452653486,254,107
0.21319255856450345,254,112
0.21826857186365828,254,117
0.22334458516281314,254,120
0.22842059846196797,254,122
0.23349661176112282,255,123
0.23857262506027765,254,123
0.2436486383594325,254,121
0.24872465165858734,254,119
0.2538006649577422,254,115
0.25887667825689703,254,111
0.2639526915560519,254,105
0.26902870485520675,254,100
0.27410471815436155,254,94
0.2791807314535164,254,89
0.28425674475267126,254,84
0.2893327580518261,255,79
0.2944087713509809,255,75
0.2994847846501358,255,73
0.30456079794929064,256,71
0.3096368112484455,256,70
0.3147128245476003,256,71
0.31978883784675516,255,73
0.32486485114591,255,76
0.3299408644450649,255,80
0.3350168777442197,254,85
0.34009289104337453,254,90
0.3451689043425294,254,95
0.35024491764168425,254,100
0.35532093094083905,254,105
0.3603969442399939,254,110
0.36547295753914877,254,114
0.3705489708383036,254,116
0.37562498413745843,254,118
0.3807009974366133,254,120
0.38577701073576814,254,120
0.390853024034923,254,118
0.3959290373340778,254,116
0.40100505063323266,254,113
0.4060810639323875,254,109
0.4111570772315424,254,105
0.4162330905306972,254,100
0.42130910382985204,254,95
0.4263851171290069,254,90
0.43146113042816175,254,86
0.43653714372731656,255,81
0.4416131570264714,255,78
0.4466891703256263,255,75
0.45176518362478113,255,74
0.45684119692393593,255,73
0.4619172102230908,255,74
0.46699322352224565,255,76
0.4720692368214005,255,78
0.4771452501205553,255,82
0.48222126341971017,254,86
0.487297276718865,254,90
0.4923732900180199,254,95
0.4974493033171747,254,99
0.5025253166163296,254,104
0.5076013299154843,254,108
0.5126773432146392,254,111
0.5177533565137941,254,114
0.5228293698129489,254,116
0.5279053831121038,254,117
0.5329813964112586,254,117
0.5380574097104135,254,116
0.5431334230095684,254,114
0.5482094363087231,254,111
0.553285449607878,254,108
0.5583614629070328,254,104
0.5634374762061877,254,100
0.5685134895053425,254,95
0.5735895028044974,254,91
0.5786655161036522,254,87
0.5837415294028071,254,83
0.5888175427019618,255,80
0.5938935560011167,255,78
0.5989695693002716,255,76
0.6040455825994264,255,76
0.6091215958985813,255,76
0.6141976091977361,255,78
0.619273622496891,255,80
0.6243496357960459,254,83
0.6294256490952006,254,86
0.6345016623943555,254,90
0.6395776756935103,254,94
0.6446536889926652,254,99
0.64972970229182,254,103
0.6548057155909749,254,106
0.6598817288901297,254,109
0.6649577421892846,254,112
0.6700337554884394,254,113
0.6751097687875942,254,114
0.6801857820867491,254,114
0.6852617953859039,254,114
0.6903378086850588,254,112
0.6954138219842136,254,109
0.7004898352833685,254,107
0.7055658485825232,254,103
0.7106418618816781,254,99
0.715717875180833,254,95
0.7207938884799878,254,92
0.7258699017791427,254,88
0.7309459150782975,254,85
0.7360219283774524,255,82
0.7410979416766073,255,80
0.746173954975762,255,78
0.7512499682749169,255,78
0.7563259815740717,255,78
0.7614019948732266,255,80
0.7664780081723814,254,81
0.7715540214715363,254,84
0.7766300347706911,254,87
0.781706048069846,254,91
0.7867820613690008,254,94
0.7918580746681556,254,98
0.7969340879673105,254,102
0.8020101012664653,254,105
0.8070861145656202,254,108
0.812162127864775,254,110
0.8172381411639299,254,111
0.8223141544630848,254,112
0.8273901677622395,254,112
0.8324661810613944,254,111
0.8375421943605492,254,110
0.8426182076597041,254,108
0.8476942209588589,254,105
0.8527702342580138,254,102
0.8578462475571687,254,99
0.8629222608563235,254,96
0.8679982741554783,254,92
0.8730742874546331,254,89
0.878150300753788,254,86
0.8832263140529428,254,83
0.8883023273520977,255,82
0.8933783406512525,255,80
0.8984543539504074,255,80
0.9035303672495623,255,80
0.908606380548717,255,81
0.9136823938478719,255,83
0.9187584071470267,254,85
0.9238344204461816,254,88
0.9289104337453364,254,91
0.9339864470444913,254,94
0.9390624603436462,254,98
0.944138473642801,254,101
0.9492144869419558,254,103
0.9542905002411106,254,106
0.9593665135402655,254,108
0.9644425268394203,254,109
0.9695185401385752,254,110
0.97459455343773,254,110
0.9796705667368849,254,110
0.9847465800360398,254,108
0.9898225933351945,254,106
0.9948986066343494,254,104
0.9999746199335042,254,102
1.0050506332326592,254,98
1.010126646531814,254,95
1.0152026598309687,254,92
1.0202786731301237,254,90
1.0253546864292784,254,87
1.0304306997284334,254,85
1.0355067130275881,255,83
1.040582726326743,254,82
1.0456587396258978,255,82
1.0507347529250526,254,82
1.0558107662242076,254,83
1.0608867795233623,254,84
1.0659627928225173,254,86
1.071038806121672,254,88
1.076114819420827,254,91
1.0811908327199817,254,94
1.0862668460191367,254,97
1.0913428593182914,254,100
1.0964188726174462,254,102
1.1014948859166012,254,104
1.106570899215756,254,106
1.1116469125149109,254,108
1.1167229258140656,254,108
1.1217989391132206,254,108
1.1268749524123753,254,108
1.13195096571153,254,107
1.137026979010685,254,105
1.1421029923098398,254,103
1.1471790056089948,254,101
1.1522550189081495,254,98
1.1573310322073045,254,96
1.1624070455064592,254,93
1.1674830588056142,254,90
1.172559072104769,254,88
1.1776350854039237,254,88
1.1827110987030787,254,85
1.1877871120022334,254,84
1.1928631253013884,255,83
1.1979391386005431,254,83
1.203015151899698,254,84
1.2080911651988528,254,85
1.2131671784980076,254,87
1.2182431917971626,254,89
1.2233192050963173,254,92
1.2283952183954723,254,94
1.233471231694627,254,96
1.238547244993782,254,99
1.2436232582929367,254,101
1.2486992715920917,254,103
1.2537752848912465,254,105
1.2588512981904012,254,106
1.2639273114895562,254,107
1.269003324788711,254,107
1.2740793380878659,254,106
1.2791553513870206,254,105
1.2842313646861756,254,104
1.2893073779853303,254,102
1.294383391284485,254,100
1.29945940458364,254,98
1.3045354178827948,254,96
1.3096114311819498,254,93
1.3146874444811045,254,91
1.3197634577802595,254,89
1.3248394710794142,254,87
1.3299154843785692,254,86
1.334991497677724,255,85
1.3400675109768787,255,85
1.3451435242760337,254,85
1.3502195375751884,254,85
1.3552955508743434,254,86
1.3603715641734981,254,88
1.365447577472653,254,90
1.3705235907718079,254,92
1.3755996040709626,254,94
1.3806756173701176,254,96
1.3857516306692723,254,98
1.3908276439684273,254,100
1.395903657267582,254,102
1.400979670566737,254,104
1.4060556838658917,254,104
1.4111316971650465,254,105
1.4162077104642015,254,105
1.4212837237633562,254,105
1.4263597370625112,254,104
1.431435750361666,254,103
1.436511763660821,254,102
1.4415877769599756,254,100
1.4466637902591306,254,98
1.4517398035582854,254,96
1.45681581685744,254,94
1.461891830156595,254,92
1.4669678434557498,254,90
1.4720438567549048,254,88
1.4771198700540595,254,87
1.4821958833532145,254,86
1.4872718966523693,254,86
1.492347909951524,254,86
1.497423923250679,254,86
1.5024999365498337,254,87
1.5075759498489887,254,88
1.5126519631481434,254,90
1.5177279764472984,254,92
1.5228039897464531,254,94
1.5278800030456081,254,96
1.5329560163447629,254,98
1.5380320296439176,254,100
1.5431080429430726,254,101
1.5481840562422273,254,102
1.5532600695413823,254,103
1.558336082840537,254,104
1.563412096139692,254,104
1.5684881094388468,254,104
1.5735641227380015,254,103
1.5786401360371565,254,102
1.5837161493363112,254,101
1.5887921626354662,254,99
1.593868175934621,254,98
1.598944189233776,254,96
1.6040202025329307,254,94
1.6090962158320856,254,92
1.6141722291312404,254,90
1.6192482424303951,254,89
1.62432425572955,254,88
1.6294002690287048,254,87
1.6344762823278598,254,87
1.6395522956270145,254,87
1.6446283089261695,254,87
1.6497043222253243,254,88
1.654780335524479,254,89
1.659856348823634,254,91
1.6649323621227887,254,92
1.6700083754219437,254,94
1.6750843887210984,254,96
1.6801604020202534,254,97
1.6852364153194082,254,99
1.6903124286185631,254,100
1.6953884419177179,254,101
1.7004644552168726,254,102
1.7055404685160276,254,103
1.7106164818151823,254,103
1.7156924951143373,254,103
1.720768508413492,254,102
1.725844521712647,254,101
1.7309205350118018,254,100
1.7359965483109565,254,99
1.7410725616101115,254,97
1.7461485749092662,254,96
1.7512245882084212,254,94
1.756300601507576,254,92
1.761376614806731,254,91
1.7664526281058857,254,90
1.7715286414050406,254,89
1.7766046547041954,254,88
1.7816806680033501,254,88
1.786756681302505,254,88
1.7918326946016598,254,88
1.7969087079008148,254,89
1.8019847211999696,254,90
1.8070607344991245,254,91
1.8121367477982793,254,92
1.817212761097434,254,94
1.822288774396589,254,95
1.8273647876957437,254,97
1.8324408009948987,254,98
1.8375168142940534,254,99
1.8425928275932084,254,100
1.8476688408923632,254,101
1.8527448541915181,254,102
1.8578208674906729,254,102
1.8628968807898276,254,102
1.8679728940889826,254,101
1.8730489073881373,254,100
1.8781249206872923,254,99
1.883200933986447,254,98
1.888276947285602,254,97
1.8933529605847568,254,96
1.8984289738839115,254,94
1.9035049871830665,254,93
1.9085810004822212,254,92
1.9136570137813762,254,91
1.918733027080531,254,90
1.923809040379686,254,89
1.9288850536788407,254,89
1.9339610669779956,254,89
1.9390370802771504,254,89
1.9441130935763051,254,90
1.94918910687546,254,90
1.9542651201746148,254,92
1.9593411334737698,254,93
1.9644171467729246,254,94
1.9694931600720795,254,95
1.9745691733712343,254,96
1.979645186670389,254,98
1.984721199969544,254,99
1.9897972132686987,254,100
1.9948732265678537,254,100
1.9999492398670085,254,101
2.0050252531661634,254,101
2.0101012664653184,254,101
2.015177279764473,254,100
2.020253293063628,254,100
2.025329306362783,254,99
2.0304053196619374,254,98
2.0354813329610923,254,97
2.0405573462602473,254,96
2.0456333595594023,254,94
2.050709372858557,254,93
2.055785386157712,254,92
2.0608613994568667,254,91
2.0659374127560213,254,91
2.0710134260551762,254,90
2.076089439354331,254,90
2.081165452653486,254,90
2.0862414659526407,254,90
2.0913174792517957,254,90
2.0963934925509506,254,91
2.101469505850105,254,92
2.10654551914926,254,93
2.111621532448415,254,94
2.11669754574757,254,95
2.1217735590467246,254,96
2.1268495723458796,254,97
2.1319255856450345,254,98
2.137001598944189,254,99
2.142077612243344,254,100
2.147153625542499,254,100
2.152229638841654,254,100
2.1573056521408085,254,100
2.1623816654399635,254,100
2.1674576787391184,254,99
2.1725336920382734,254,98
2.177609705337428,254,98
